order_id,products
1058615,8277 9839 40706 39928
1058680,32768 2563 44570 18468 44106 23665 4210 46735 10386 30356 9520 41273 43872 13733 32165 470
1058735,5640 34320 49683 5782 28835 15399 23734 7736 7631 44245 365 49520 2797 33651 44410
1058758,17313 39275
1058760,None
1058794,37766 24852
1058850,43662 47766 5785 19611 33055 14633 37687 43961 22227 5106
1058869,21903 16290 28849
1058902,49054 47843
1058975,17794 38662 24852 47672 34243 25931 19677 26209 47209 8174
1059029,None
1059036,13889 43750 19660
1059037,5025 46802 13176
1059069,20842
1059119,27937 47100 5077
1059210,43279 1069 6201 31077
1059232,36549
1059237,6155 34702 25232 1197 29373 15424 36185 22620 39921 27125 20474 47611
1059267,24082 24622 9839 21137 13280
1059277,23173 35772 7631 8175
1059291,21903 24852 22142
1059293,8859 12341 10326 12640 23662
1059332,None
1059339,39275 19057 43735 13176 25630 17461 27966 5450 17902 44683 5876 14183 6104 8174
1059378,45 49235 21137 28851 39699 24891 21903 44949
1059469,43789 8929
1059511,19895 27845
1059566,None
1059581,38865
1059702,31964
1059721,None
1059752,24852 4605
1059883,18439 24852 9510 1702 5818 25931 29265 18670 14971
1059910,None
1059953,18465 21573 36070
1060086,21137
1060145,21903 12341 38768 23288
1060238,None
1060302,39581 5785 38739
1060322,34126
1060431,9421 5077 5876
1060456,46979 24973 21137 13176
1060512,None
1060572,21903 47209
1060629,23054 14050 47912 13176
1060634,10441 43744 39657
1060663,20641 13032 16797
1060745,33956
1060828,None
1060863,38662 17949 27845 35948
1060879,16486 33787
1061007,21376 47626 16398 19348 42269 554 12075 29487 23219 33614 26209 25837 24830
1061098,None
1061101,45066 1158 21137 27845 21903
1061113,37646 1463
1061126,12341 5450
1061154,16398 30233 18531 29310 26301 33031 37173 27966 329 31618
1061165,None
1061224,2078 49235 47209 43122 14462 9896 32433 23734 19678 39661 37119 26369 37646 21267 20760 5456 13176 24489 43967 18370 17878
1061266,17559
1061271,None
1061343,31433 29447 27966
1061349,47626 2086 48679 26668 25138 34358 46667 26209 47209 9839 35951 44683 21137 40604 28849 30391 21195 40706 2822 43789 37646 30489 12057 46889 28985 13629 27966 12606 44359 31073 39275 13176 17794 17795 2480 21938 33731 6631 26604 8174 10749
1061467,13230 27966
1061592,14999 27673 34969 36898 41771 21553 17872 19282 23909
1061634,None
1061641,None
1061717,19660
1061753,None
1061872,7130 41437 48485
1061897,None
1061904,25832
1061959,20995 5785 2716 26790 22959 17847 39877 5077 8174 13176
1062076,None
1062099,None
1062166,21903 16415 29487 36144 41787 5337 39408
1062207,40459 23700 39581 29103 41545 5077 33754 39527 33787 24701
1062234,23909
1062329,5785 27966 8667
1062332,None
1062335,21903 16797 43744
1062357,22035 27845 24830 42244 27086
1062518,27521 5450 45007 6774 7806
1062523,22035 25623 10798 47672 40002 8277 11352 47209 40054 39040 37511 7308 21137 21170 17600 43713 34497 35561 16617 40709 5393 42265 41290 8021 41315 37220 23400 18288 1392 20339 13176 890 24964 22935 18352 12206 21938 22963 1463 18362 27086 9172
1062534,12039 34335 41950
1062547,46226 5479
1062578,7054 38383
1062661,28849 28985 37739
1062753,22959 27514 32109
1062755,14211 47209 19057 13176
1062942,24852
1062949,39947 21137 25753 8859 40723 20247 45374 13176 21938 39877 10749
1063093,None
1063103,14467 41319 7090 27086 7677
1063126,40338
1063244,9864 22035 28769
1063266,196 16965 23026
1063349,None
1063405,42500 12341 13176
1063420,None
1063514,21009 3896 8277 13176 34169
1063545,13196 30391 32059 27086 22115 38885 5479 33000 29180
1063551,30827 26317
1063600,45149
1063633,37274 44487 16997
1063634,35535
1063674,45930 13176
1063859,39928 43221
1063899,12384 47209 21137 13176 45437 18352 1511 10749
1063966,9755 19604 49354 24852 16797 21484
1063978,8226 46676 24184 653 35986 34969 38608 41220 24852 21278 17794 18880 19906 16349
1064065,24362
1064113,47626 21137 36011 43713 27392 37646 13629 10132
1064164,17545 47516 47144 28204 23341 6383 41594
1064311,19660 38768 18811 43352 8571 16797
1064461,432 35761 17334 47050
1064466,7781 29820
1064490,None
1064503,None
1064538,None
1064549,29447 20496 2966 41836
1064583,47766
1064587,5132 13870 47766 11520 12144 13176
1064642,47766 12953 46106 432 38456 35547 49273 33401
1064668,8193 47626 26128 47766 2295 12614 34126 27521 21903 16797 24489 48595 27104 26604 4605
1064680,20463
1064743,None
1064773,39001 29307 33407 30391 46820 27966 13176 24964 21903 21938 47042
1064801,38433 43565 30278 13944 19691
1064857,21137 25890 23854 26165 8518 28999 5450 7781
1064883,None
1064902,17902 41596
1065009,None
1065066,None
1065092,10753
1065137,None
1065259,6184 21572 10310 16974 28371 32478 30827 8048
1065314,None
1065405,47626
1065486,12672 20114 17616 25952 44142
1065488,None
1065505,2091
1065563,None
1065579,19084 32665 32030 47792 17334 47993 18234 42697 6348 15960 16349 26346 39275 9839 13176 16249
1065627,34050 35221 28204 1463 14778 44632
1065656,47626 47209 21137
1065691,None
1065743,None
1065850,None
1065877,45 32303 35914 3179 3205 14999 758 23288 25896 16696 13176 17295 19348 20914
1065890,7781 21137 16617 40723 31513 47388 329 4947 13176
1065941,10305 28199 13176
1065958,43352 16797
1066043,47626 35883 30776 13380 29270 35951 43122 2180 34969 4799 48326 5322 30420 4367 42768 24852 28985 10749 17731 25931 17766 39275 19821 7021 42356 27521 7076 19894 11707 33754 5612
1066088,21903
1066092,28204 21709 35547 25890 19348
1066155,26209 260 46906 27966 13176 21903 14233 39877 41950 39928
1066309,17794 24964 37388 43154 32831 17898
1066393,21137
1066429,49683 28204 41540 19019 44632 40706 24852 40725 31635 6046 27104
1066443,None
1066448,21137 13176 24964
1066460,None
1066492,None
1066534,None
1066563,30720 46979 41220 49683 27966 39877 45007 26209 24184
1066592,44035 24964 5015 14764 44359 31717 13176
1066599,None
1066629,15950 25171 16876 23282
1066664,None
1066687,None
1066691,42585 47209 24838 27966 340 39275 13176 7079
1066748,32403
1066789,None
1066927,45066 27156 27715 21137 47766 19125 6328 41220 24852 45856 38689 39275
1066959,None
1066973,34915
1067011,48679 25130 25138 3663 23644 21137 43712 41665 22721 5876 18176 20327 32647 27531 8088 28576 33195 18362 18881
1067035,21903 24852 5959 30024 42585
1067046,2692 24852
1067090,49247 28842 39097 27885 24852 21914
1067102,None
1067137,47025
1067138,48034 8277 47209
1067143,38689 36574
1067173,4210 19677 24838 40724 10527 14711 13176
1067314,20574 47209 26856 47388 13176 21903 40396 39928 10749
1067350,46979 48679 27966 5451 19678 13819
1067388,45123 11375 14999 4942 13176
1067389,24964 32781 32020 49175 42265 48679 38190 25138 36792 8516 7628 5077 31869 27104 33120 44389 19048 22260 16759 22395
1067420,37687
1067448,3188 27845 13176 31717
1067491,34243
1067510,17160 49683 40612 22825 28204 4920 27966 27845 47209 21616 48246 13176
1067574,None
1067612,None
1067705,39475
1067716,3085 32303 12872 37464 39558 31371 20632 11992 40706 39180 38689 42828 43352 44910 10132 16797 30117 11710 33731 43504
1067721,31608
1067767,7304 24631 34295
1067908,14636 6111
1067983,34
1068037,24852 30024 10580
1068126,43392 11777 11778 24852 14870 9366 7835 21417 10540 2295
1068127,23634 45221 266 36646 14126 44910 21903 26032 5116
1068145,18432 39884
1068211,432 24852
1068232,35269
1068235,36482 34969 47780 2847 41351 39911
1068237,47626 18465 21137 47766 32506 5451 34126 46969 21903 27086
1068248,28054 13176
1068340,47409
1068343,42265 45223
1068380,8193 27156 21137 25753 25890
1068448,13911
1068450,1940 42813 27966 39275
1068528,11543 28597 23879 44359 35951 12791 13176
1068536,43100 31404 8490
1068653,42557 7781 1653 21137 39578 204 24838 29447 24852 4472 9598 21903 5077
1068669,4210
1068771,15902 44359 7021 21903
1068792,None
1068821,23949 14233 13598 1194 13176
1068851,42282 12341 9434
1068857,44949 17429 42265 34969 24221 39877
1068876,24852 1313 5025 14379 40571
1068906,45066 3599 20119 47029 8012 4844 13176
1068975,13176
1069013,42504
1069110,34448 43295 14633 23619 8174
1069140,None
1069216,45 35951 17795
1069295,44406 13176 41950
1069302,30489 20906
1069306,16908 44632 11925 38558 40146 36606 33787 26620
1069319,None
1069376,42244 28553 21903 16797 31663 17526
1069387,27744 49235
1069388,16291 17191
1069517,2677
1069520,25478 19736 14502 169 39475 43961 41276 23375 46676 33626 5725 35042 23909 18534 24427 3820 365 15860
1069537,39958 1621 35951 20113 12545 48006 34217 27086
1069621,21137 2745
1069663,42500 45051
1069713,20995 39947 16945 44632 48821 41149 6347 42244 42265 25890 20842 44422 17304 17878
1069716,12576 3721 7693 41682 44632
1069752,36485 34197 49583 39643 17247 12395
1069831,33303 25 34 48679 21553 30776 42557 30795 8277 30305 20580 47209 9339 5785 16540 5794 4294 27344 4821 24799 30450 24838 26376 24852 42265 41774 28465 20785 14133 28985 42828 41844 3957 21376 21903 32665 436 49126
1070011,1559 27845 19156 25305 36735
1070152,8571
1070188,27156 35951 21616 29926 8424 42244 42265 22825 44359 5479 22935 14764 36854
1070198,11520 35842 39275
1070227,None
1070290,32553 31663 27845 13176
1070356,28358
1070427,25199 49683
1070439,196
1070443,None
1070474,27845 5077
1070529,1 48907 8596 43962 12358 29648 36443 18412 4210 22395
1070586,24852
1070628,None
1070652,6576 11203 459 39922 4595
1070673,10761 11824 25217 21137 45208 36011 9387 26344 38641 30962 24852 27966 4533 47573 10749
1070737,14874
1070755,None
1070776,None
1070801,44811 28051 43545 14010 4210
1070809,None
1070821,34208 30633 35951 33395
1070822,2469 27472
1070825,39993 8762 37500 9405 28985 27985 38799 16797 27102 31725 4605
1070874,20674 8036
1070895,27521 38277 24852 30630 1337 47209 7922 9339
1070928,11520 47042
1070930,79 8277 1710 31945 9421 9422 26369 14084 31027 8021 35168 35688 13176
1070974,22507 30827 4724 28413
1071012,None
1071063,49678 10032 26348
1071077,4097 30233 2086 48679 28199 27690 28715 12341 12872 34448 21137 30391 39619 27845 15613 37646 30480 24852 28985 46906 8021 17284 32717 48628 23029
1071235,47766 4796 27845 24852 38689 21903
1071280,21137 10326 13176
1071323,24852 28204 432 1463 45123 36550 12362 44632 24799 43234
1071352,7076 17766 35198
1071431,None
1071434,24799
1071475,42240 43568 39877 11461
1071482,1069 30644 15160 48205
1071534,24964 47626 47209
1071535,14218 5134 21903 32433 46969
1071552,18465 44 38988 8277 32864 4367 35108 8518 10581 39275 33156 4562 47626 27156 41500 21077 27247 21137 27336 47912 13176 27521 11140 35842 31766 27966 36256 42585 24320 42768 34755
1071556,49683 18071 46107 38433 28204 43565 29487 15541 34487 48702 26604
1071561,19208 29077 26165 6361 7781 13292 9839 10995 9210
1071656,24094 39993 34968 24852 287 19863 8174
1071770,21137 44275 13176
1071779,21903 34448 20114 2716 47029 5450 45007 27344 48726 19678 40310 14462
1071840,1463
1071867,24964 34448 26768 6292 22935 35887 36922 4796 18382 29007 14678 26346 21367 49273
1071927,9739 24082 10006 39877 49235 18531 13176
1071986,45081 21137 42193 41212 40706 13176 21903 23029
1072086,27701 44085 6205 27294 5296 6348
1072111,24852
1072142,23909
1072167,46654 47209 13176 10125 42450 12764 30192 5114
1072199,25108 9808 30949 27388 24852 26915 44375
1072254,47144 34886 25706 13944 7295 44167 22166 4778 48304 4313 39139 24852 41276 35665 35669 47977 41844 27020 48015 1940 49054 29095 17341
1072364,47766 42768 28985 24964 27086
1072389,18465 48679 5708 26209 35951 9839 19057 23178 40078 26283 21174 4799 27848 19678 16617 5876 43789 42265 2853 3957 27521 21903 13712 22935 45007 2552
1072422,None
1072428,None
1072440,38928 31651 6184 14715 41400 196 49235 22362 3298 13424 39408 4731
1072468,15286
1072578,2962
1072626,None
1072640,None
1072698,46979
1072733,None
1072768,None
1072918,24852 27325 33351
1072947,21903 4796
1073074,47626 15290
1073121,45061 18439 49198 19511 4210 44167 5884 2305 47877 24852 9076 35826
1073123,12341 38996 4210 44799 24852 23909 9076 10613
1073194,5428 30776
1073244,49198 26546 24649 34024 43389
1073265,24838 24852 27966 24964
1073274,22281 22028 25878 25890 20518 35561 20345
1073284,24235 2925
1073385,273 35221 45104 8138 21709 44632 9076 13176
1073397,None
1073441,None
1073517,42637 24852 23631 21220 14702 45948
1073524,18023 19057 25718 21125 21137 22170 25767 34987 47792 37602 33000 40174 5876 41220 3896 11087 21392 18370
1073560,8332
1073621,21137 30233 26915 30391 39877 9934 41950 47209 8174 13176
1073629,17468 21903 47526 6104
1073639,37710
1073643,1463
1073676,5250 26629 35208 3211 17421 16398 43154 14739 2067 11538 47639 39706 45603 11688 48559 31153 25010 39475 7350 29623 30776 26810 26427 20794 21953 37188 24518 15693 22227 8021 33754 4314 10586 4957 7780 46692 8555 13166 46324 4989
1073681,13575 31759 35951 33783 13176 30591
1073730,21292 44987 43720 9431 15462 8048 41973
1073760,11819 39475 48806 30391 37067 32465 42208 11520 26949 46932 46969 29675
1073785,30391 44987 22224
1073804,21903 21137 10912
1073839,32019 24852 5161 35123 24010 23909 4713 25581 3953 10102 24954
1073880,9243 21546 8811 17008 4210 37553 19643 40648 26312 25804 3298 24297 43772 11014 24852 38228 9076 48520 10127
1073995,None
1074016,35199
1074106,46979 25093 13829 651 47766 40604 28204 27845 42701 27086 6104 12258 13176 18811
1074135,26629 14858 49683 47156 44632 21616 4210 42613 28289 40604 22227 40706 33037 24852 30494 4957 40310 46979 21903 11688 33716 43961 33754 39408
1074153,28204 2611 40571 47766 19156 48857 40199 24852 42265 24891 19268 5479 24954 12667 16797 3509
1074279,40332 20114 24852
1074293,28204 16797
1074306,None
1074383,21137 15025 24852
1074406,24964 44632 26209
1074507,22028
1074535,21137 47766 4920 27966 36695 5212
1074552,35721 31963 13176 9471
1074618,None
1074685,None
1074707,None
1074988,48220 24160 47209 9839
1075068,48004 15269 9426
1075078,None
1075167,22788
1075213,39443 33058 30016 45007 23375
1075304,30294
1075325,11068 22089 18382
1075439,12384 13198
1075479,45445 13829 22035 35951
1075489,21137 17600 19057 48628 13176
1075503,17487 19048 37646
1075587,17429
1075650,None
1075670,10326
1075818,32403 24852 39834 47926 20919 19006 42972 43772
1075934,44575 49235 8277 36695 39275 41842 1940 33731 13798
1076026,7177 38164 2091 28204 36170 21709
1076045,25890 24852
1076064,46979 27845 21903 21616 47866
1076065,45066 49235 27845 24852 30489 13176
1076067,21903 42265 46802 13176
1076090,6647 26209
1076151,45066 18465 40571 24852 41242 32139 44949 16797 9703
1076162,26128 18465 48679 25659 46667 43086 8277 47209 19057 42659 21174 30391 48835 24810 18670 19182 5373 19240 44359 5965 7021 17794 22915 21903 22935 32689 45007 3550 48104 48109 10749 29694
1076193,41651
1076203,26209
1076290,47626 12315 36389 46667 23634 5212 20580 17530 41637 24242 43758 2298 31504 24852 8986 35163 43875 27531 46990 9637 26032 45007 31717 26604 42479 5114 3583
1076311,10504 47766 25890
1076404,None
1076413,47626 26209 40706
1076443,26131 13176 1463
1076546,30731 21903
1076552,41220 21903 47766 13083 12980 44632 7130
1076613,43154 16920 28204 4210
1076665,None
1076729,31506 11199 43122
1076747,5258 16797
1076803,13203 32747
1076828,49241 27845 24852 29487
1076850,None
1076901,45066 13870 21137 47766 13176
1077010,19660 27086 5479
1077049,39993 18531 5240 19678 21267 40724 34126 22888 13176 43394 4605
1077059,45 43621 4799 48335 11512 11543 13083 12099 21903 20392 1962 21938 18362
1077177,31371 35221 28849 44632 9076
1077222,None
1077239,34197 49235
1077309,45066 18465 10305 3661 32864 23181 4294 39121 12545 24852 43394
1077310,None
1077334,None
1077351,23044 32655 34214 18232 45007 2132 19678 13176
1077352,1006
1077378,30406 13807
1077394,None
1077454,39475 44632 14947 1202 8912 24852 38739 21376 6541
1077457,None
1077474,30233 25138 27247 13176
1077477,22238 19816 30169
1077487,None
1077528,20995 17985 5212 21137 30391 4793 46787 19677 17630 29447 2344 27966 25965 43961 33731 7673
1077536,None
1077546,25146 26317 31474
1077571,37710 8859
1077577,44290 16797 3631 38579 9076
1077615,47626 5212 47766 19613 27845 46802 9430 22286 4945 44910 13176 43967 26604
1077646,None
1077711,26505 39947 25615 26038 19134 196 39380 30441 2026
1077712,11782
1077750,None
1077808,34358 26193 49247 5818 23288 3919 31618 5013 25495 33198 21938
1077950,22935 16797 43295 5959 44632 20842 13176
1078010,26142 7987
1078077,37377 14897 83 39021 14493 19106 38579 30391 13541 14063 260 24852 3381 21333 13176 45965 16797 1503 39408
1078122,21137 24852 5212 26209
1078140,39977 28204 35921 21077 42585 20114 47766 27845 28373 35547 2295 24852 22825 28985 8518 24964 7054 22935 3481 16797 2535
1078232,41148 27966
1078257,9618 35221 2726 30776 37754
1078283,None
1078288,13176
1078403,44683 47766 28849 24852 42265 30489 13176 21903
1078456,1463
1078458,7781
1078480,20082 10467 3896 34262
1078497,35989 38827 36735
1078531,22935 4920 21077 26209 8174 19057
1078618,33198 23233 3675
1078734,21903
1078762,26165
1078802,45599 7715 26209 46692 35948 21137 5785 33454 42680 36036 13517 27344 48356 25832 26351 11520 20738 7952 30489 9507 23362 42828 13176 9124 47029 27086 17872
1078854,43721 17671
1078863,None
1078865,28204 27730 16249
1079010,10215
1079026,39947 22035 32285 39475 12576 43839 13176 43394
1079087,35486 17104 39276 13166
1079103,32534 8475 35360 41400 29503 15424 10690 36316 12919
1079118,42585 9839 37022 24852 5479 31717
1079151,40592
1079194,23909 25706 6286 4313 39581
1079289,21903 28309 29668
1079488,38928 13176 30591
1079504,None
1079505,20995 26629 23579 21543 47144 11688 432 24253 13249 15950 6615 35951 12016 13819
1079508,None
1079531,16290
1079551,34 28204 13870 19006 44632 14947 30850 39560 1695 31404 21709 46326 38656 34565 3849 6948 17224 21376 35221 6069 34262
1079556,7938 44560 6137
1079576,46737 49416 36107 4947 43961
1079605,None
1079617,48142 16696 23409
1079714,28934 21137 24852 48679 27695 7088 28862 25043 24535 47209 35951 10749
1079739,26209 33909 42808
1079982,45188 24852 16797 29529 17758 49247
1079988,24852 9387
1080022,39877 12395
1080031,22610
1080040,None
1080116,46667
1080124,10173
1080213,46719 24852
1080218,24852
1080286,None
1080302,11520 42002 1194 27966 47209 13176
1080310,889
1080413,None
1080463,24852 43295 6489 20842 10613 16797 45531 39602 21206 9076 47990 13525 23909 26040 11777 15902 5771 24253 5884
1080484,8832 3594 24852 28199 12341 21077
1080522,49683 1559 34358 47196 26209 44683 21137 37011 40604 24852 32578 22888 10603 23543
1080533,42828 5479 42460
1080600,47626 2855 26209
1080603,None
1080612,39475 32877 42803 46979 21903
1080681,10831 27845 30440
1080694,42392 16797 10326 9189 39275 13176
1080738,11520 28289 21903 39928 27966 8518 5451 45007 47209 9839 13176 10749
1080856,24852 39190 19048 44142 19449
1080999,29447 46041
1081032,31985
1081035,None
1081050,27845
1081068,13870 22963 16185 27464 30795 19173 9839
1081114,24852 43352
1081215,None
1081328,14947
1081356,24838 49683 13351 22825
1081360,34444 48370 6396 25392 42333 13176 2475 43961
1081362,None
1081364,29223 21292 47788 12341 4920 31805 36557 3798 43352 19691 8048 8571
1081555,21137 24852
1081560,22035 49235 611 651 47766 38689 12099 5450 13176 10132 9124
1081593,14853 47209 26735
1081599,27521 329 46667 21903 20148
1081610,24852 10054 22893 13176 29095 5077
1081613,25817
1081625,5785 21405 5450
1081693,39046 49683 24852 39475 27845 12144
1081730,None
1081738,47766 38562 1194 35921 12384
1081751,24852 16541 28842 22089 6128
1081790,None
1081805,651 37687 38768
1081827,47209 3765 31717
1081835,47626 46654 26209 24184 17568 4799 41750 28985 34126 26981 38383
1081915,28204 15950 49235 43621 21137 27845 27355 4920 11130 9648 38837
1081917,30339
1081971,47626 21903 24852 47766 34429 45007
1082022,None
1082023,None
1082033,19156 3187
1082138,48004 9741 24852 17867
1082144,None
1082174,21137 27344
1082189,43174 5077 44632
1082212,47626 47766 13475 18159 22260 26369 13176 27521 24964 22935 42445
1082290,8193 23554 13829 47626 49683 15386 18465 2086 27690 18479 26209 47766 46260 20670 42701 22228 49383 43768 38656 2825 24852 8518 11598 5479 890 24964 2450 3481 21955 27086 42450 8174 25072
1082307,35078 47626 24852 44949 29487 22089 40545
1082310,28427 25670 44267 1649
1082406,18465 31528 14129
1082466,None
1082568,41406 17617 27356 39921
1082577,33120
1082588,24852 47766 30489 43295 432 5684 3835
1082601,None
1082694,17530
1082754,47209 18234 27966 13176 45007
1082776,None
1082785,38948 29373 28473
1082893,None
1082923,38928 6184 47402 12341 15541 46149 20940 3298
1082975,10246 36676 8277 45544 47209
1083185,8193 4729 8424 26349 28420 13176 46462 21903 1511
1083189,24852 14357 26032 2263
1083227,None
1083412,13951
1083526,None
1083546,None
1083613,14852 28309 14233 19611 49075 17461 17872 31343 35958
1083645,48907 24852 4889 29487 37687 8153 36316 45149 8670 19424 48229 24294 6131 10613
1083689,34429 45007 43352 48745 9071 23165
1083717,None
1083733,39327 30696 33136
1083772,8204 44671 32433 32478 41273 47931 37286
1083885,8192 36994 24852 1558 47766 19261 27845 40910 29674 7916 11888 42356
1083990,22416 24852 47766 48559 20794 14651 46906
1084015,24852 16797 36165 2643 38383
1084170,45603 31717
1084201,None
1084230,6576 4565
1084263,None
1084277,None
1084308,17794 45066 5902 21872 38996
1084339,None
1084367,24852
1084399,4138 41556 29307 45763 33129 13176 20955
1084441,9741 31257 28715 15429 21137 7911 5883 27392 2825 35121 2361 27966 30028 33135 3957 13176 7035
1084513,34217
1084520,20015 26209 38572 27323 29925 7909 40706 35181 17794 23962 20908
1084568,None
1084573,None
1084646,45622 17008 38154 23909 432 34737 34234 15290 40415
1084663,21903 19348 35221 47766
1084732,None
1084845,79 13176
1084930,24852 30489 5550 25588 24184
1085214,21137 26369 41220 9018 13176
1085271,12863 40706 24852 29487 40332 16826 18394 26604 10749
1085311,33452 41276 15424 196 30307 21240 24186
1085327,16436
1085373,None
1085385,13870 9839 19057 21137 27845 44765 23291 2825 13083 28985 15700 13176 5077 38387 33787
1085397,8048 15004
1085482,46361 7600 45619
1085517,42680
1085562,37119
1085664,11520 19057
1085722,None
1085749,22035 10292 25146 45123 10831 47209 21137 5794 24852 30489 3952 32655 21903 1463
1085803,37935 24631 10343 20119 18606 19156 33592
1085810,28289 23044 21137 16797 32288 17316 9020 36685 44632
1085861,3221 28842 3308 28481 24427 11155 23955
1085885,14858 23102 8277 49247 45249 24852 17758 1376 16763 49131
1085889,37067 18151
1085932,14947 47209 36620 329 13176
1085951,32211
1086098,19660 43086
1086111,None
1086176,44632 47209 47280 5876 24852 34584 13113 23952 44966
1086178,42265 6184 41400 196 10310 3298 13176 45051
1086228,30827 21292 5068
1086310,46616 44632 5212 47209 31343 30884 6347 42701 3283 5876 40723 42265 4430 11123 13176 8580 35221 45007 39928 31231
1086386,43772
1086433,432
1086440,None
1086488,40706 24852 581
1086557,35561
1086560,29195 23333 1228 36948 42731
1086597,47163 19165 6369 44799
1086607,24852
1086635,None
1086663,None
1086679,None
1086737,2596 46206 21137 35535 1234 32478 36606 13176 2426
1086747,18564 24964 24830 18465 4799 34243 12107 29926 16616 8809 19691 45936
1086775,17622 26949 37718 13176
1086802,13249 4210
1086849,14870 13079
1086927,24852 27966
1086951,223
1087034,None
1087039,None
1087081,None
1087098,47626 45603 21841 3957
1087142,21137 47766 2275 31504 14218 13292
1087274,24852 4210
1087295,42240 40458 12811 47141
1087296,38293 20119 2480
1087307,27307
1087329,1940
1087395,None
1087407,10761 38689 13780
1087412,30363 22713 40706 37158 46906 9036 46979 49585 1999
1087446,26209 25890 11250 40310
1087452,None
1087517,18689 29974 21543 35503 31040
1087527,4658 47209
1087552,None
1087597,None
1087635,16896 9224 48679 30776 25659 24668 26209 47209 35951 35461 32906 37003 19087 21137 43154 11421 13984 1202 2228 30391 25332 42265 29983 5922 44845 33089 35140 8021 21847 7014 13176 14211 24964 23430 6541 21903 36764 19894 48057 40377 45007 3025 5073 41950 37357 8174 40941
1087652,None
1087684,10258 196 46149
1087747,7179 47141 12863 29848 9387 1752 24852 47993 37886
1087774,21903 19731 22825 42803
1087849,5258 38928
1087935,13176
1087982,47209 35503 2855 28476 3957
1088142,32550 13242
1088186,23296 13474 38200 33595 32478 24041
1088285,44548 28266 45679 43279 38200 5450
1088321,None
1088376,23102 31853 30440 24852 16696 41276
1088381,13575 21780 41400 196 46149 49235
1088386,1463
1088390,11786 21653 27544 29474 1194 33198 31801 6210 49235 29801 46828
1088445,25670
1088506,22935 44359
1088512,17795 5385 9530 1345 38727 16213 15324 12916
1088541,31404 24852 39250 21927 18370
1088553,27845
1088630,49192 1588 35951 39094 19660 35535 9430 13014 48385 43789 42768 6474 8528 8021 18370 33731 7113
1088665,None
1088696,16797 11081
1088717,21903
1088786,27156 45603 35921 35951 47766 32927 16617 30450 24852 39721 33120
1088835,24852 28204 3389 13018 32478
1088837,None
1088869,25466 48015
1088900,None
1088906,40118 24852 36714 35221 28054
1088956,None
1088968,6184 46061
1088990,24852 23909 5077
1089158,7559 22963 24891 13431
1089270,49683 28204 47209 24184 31915 41179 2781 19678 36606 40233 39225 13176 44422 3469 22935 21405 25533
1089354,None
1089377,38456 9387 23909 32156
1089449,None
1089472,6155 22610
1089496,8061 18926 47087 46676 24954 4957
1089532,None
1089542,None
1089607,11174 28199 16234 5550 22062
1089658,None
1089659,10189
1089749,12935 13176
1089766,28427
1089777,24852 47766 17948 432 27966 44632 14715
1089787,33312 20547 44632 32873 49281 46226 46257 20158 17678 15655 327 44359 44368 23909 26985 48491 9076 13176 45437 35221 44439 28571 36259 22952 15290 12745 5077 34262 9175 42969 27104 19445
1089862,8437 11520 24852
1089919,20995 8736
1089931,None
1090001,None
1090012,24852
1090029,None
1090159,35633
1090175,None
1090264,None
1090291,11782 39947 28715 28204 23625 46194 43122 5750 29826 40078 39928 24852 37173 46906 27966 46969 10212 26620
1090302,42392 12341 17976 44987 43352 38768
1090317,43662 11448 25533 33120
1090354,13176
1090414,20995 22035 8277 42585 651 34448 47792 1215 22210 12492 8912 19678 39180 37646 30489 30529 34134 39275 13176 5550 49075 33731
1090472,47144 21497 47766 33468 10006 35628 4945 16797 13249 26604
1090554,16965
1090557,47912 5818 13176
1090650,39947 35921 13176
1090675,None
1090708,40028 4210 44799 8460 24852 23322 14146 11679 35762
1090736,12894 18019 24235 3318 29447 24852 21903
1090778,43693
1090882,37553 17703
1090915,35951 19660
1090968,30776 44632 38164 42342 21903 20392
1090969,24964 21903 38293 47766 29987 41811 39275 38383 46962 5876
1091034,31251 24852
1091047,49235 49451 40396
1091145,None
1091147,None
1091224,27286 22825 30391 39877 8277 13176 23165
1091276,8277 46979 21982
1091328,40332 27279 16419 34492 29503 196 4595
1091359,32650 37646 14901 25146 17089 33090 26209
1091373,4210 24852 32747
1091415,None
1091420,21616
1091604,None
1091636,16920 25146 25670 41290 25931 40815
1091653,None
1091685,17157 16797 38768
1091731,11408 25890 32433 21616 13176
1091745,16213 27575
1091782,10350
1091805,22620 26209 44142 7908 28427 49505 5994 13176 12212 31694 32227
1091824,None
1091849,47209 35946 11576 13646 13176
1091867,33768 8571
1091905,27845
1091912,43662 24852 7131
1091954,46979 13834 35914 39023
1091957,19660 35221
1091972,36865 47626 3599 546 34358 12872 21077 26209 21616 20114 34969 1700 33000 34050 7948 34574 42768 24852 10017 41273 46906 10749 12614 8518 43352 21903 16797 5068 40411 23516 14814 31717 21497
1092000,33929 32792 35633 10301 38991 93 23291
1092018,42030 18479 47766 18691 24852 32033 8518 21872 9587 37766 40396 4605
1092027,21903
1092078,38656 38164 47766 17706 1463 41793 19180 13176 36735
1092103,45063 30480 21616 13176
1092147,17080 2748 1511
1092177,34126
1092272,5258
1092301,24852 2545
1092305,21506 13966 25397 10957
1092325,42508 41618 49325
1092335,24838
1092481,39475 19145
1092504,32478 3919 29594 8138
1092518,24852 13885 48857
1092596,13176
1092683,38809 14126 19635
1092703,21137 40724 27966 18288
